2020-05-15 14:36:10,675INFO    :操作成功，执行语句为SELECT version FROM sysconfig WHERE type = %s AND project= %s 参数值为:('WEB', 'GBSS')
2020-05-28 16:47:06,525INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['55.46876931190491'], ['test_Personalrecommend_Exclusiveshop'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalrecommend'], 1590655626)
2020-05-28 16:47:06,551INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['48.83268213272095'], ['test_Personalrecommend_Homedelivery'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalrecommend'], 1590655626)
2020-05-28 16:47:06,559INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalrecommend_Exclusiveshop'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalrecommend'], 1590655626)
2020-05-28 16:47:06,584INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalrecommend_Homedelivery'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalrecommend'], 1590655626)
2020-05-28 16:47:06,624INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('通过', ['test_Personalrecommend_Exclusiveshop'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalrecommend'], 1590655626)
2020-05-28 16:47:06,646INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('style=background-color:Lime', ['test_Personalrecommend_Exclusiveshop'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalrecommend'], 1590655626)
2020-05-28 16:47:06,666INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('通过', ['test_Personalrecommend_Homedelivery'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalrecommend'], 1590655626)
2020-05-28 16:47:06,685INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('style=background-color:Lime', ['test_Personalrecommend_Homedelivery'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalrecommend'], 1590655626)
2020-05-28 16:47:16,547INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-28 16:47:16,547INFO    :查询成功，结果为:v2020.0528.0005
2020-05-28 16:47:16,572INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(test_type,project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,%s,null,null,%s)('WEB', 'GBSS', 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], ['G001_个人购货_持卡人_家居配送_直销公司和电商公司产品_余额_合单支付'], ['test_Personalpurchase_Cardholder_Homedelivery'], ['1'], 1590655636)
2020-05-28 16:47:16,594INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['42.99661445617676'], ['test_Personalpurchase_Cardholder_Homedelivery'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,600INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['37.103407859802246'], ['test_Personalpurchase_Cardholder_Exclusiveshop'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,606INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['28.327054738998413'], ['test_Personalpurchase_Cardholder_Electronicvoucher'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,630INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Homedelivery'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,635INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Exclusiveshop'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,641INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Electronicvoucher'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,667INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(test_type,project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,%s,null,null,%s)('WEB', 'GBSS', 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], ['G001_个人购货_持卡人_专卖店提货_直销和电商公司产品_余额_合单支付'], ['test_Personalpurchase_Cardholder_Exclusiveshop'], ['1'], 1590655636)
2020-05-28 16:47:16,672INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['42.99661445617676'], ['test_Personalpurchase_Cardholder_Homedelivery'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,683INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['37.103407859802246'], ['test_Personalpurchase_Cardholder_Exclusiveshop'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,689INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['28.327054738998413'], ['test_Personalpurchase_Cardholder_Electronicvoucher'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,694INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Homedelivery'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,724INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Exclusiveshop'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,730INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Electronicvoucher'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,757INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(test_type,project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,%s,null,null,%s)('WEB', 'GBSS', 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], ['G001_个人购货_持卡人_购买电子券指定产品_余额'], ['test_Personalpurchase_Cardholder_Electronicvoucher'], ['1'], 1590655636)
2020-05-28 16:47:16,763INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['42.99661445617676'], ['test_Personalpurchase_Cardholder_Homedelivery'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,770INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['37.103407859802246'], ['test_Personalpurchase_Cardholder_Exclusiveshop'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,840INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['28.327054738998413'], ['test_Personalpurchase_Cardholder_Electronicvoucher'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,845INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Homedelivery'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,851INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Exclusiveshop'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,880INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Electronicvoucher'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,926INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('通过', ['test_Personalpurchase_Cardholder_Homedelivery'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,970INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('style=background-color:Lime', ['test_Personalpurchase_Cardholder_Homedelivery'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:16,996INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('通过', ['test_Personalpurchase_Cardholder_Exclusiveshop'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:17,054INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('style=background-color:Lime', ['test_Personalpurchase_Cardholder_Exclusiveshop'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:17,146INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('通过', ['test_Personalpurchase_Cardholder_Electronicvoucher'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:17,479INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('style=background-color:Lime', ['test_Personalpurchase_Cardholder_Electronicvoucher'], 'v2020.0528.0005', ['testcase/个人购货/test_Personalpurchase'], 1590655636)
2020-05-28 16:47:17,761INFO    :操作成功，执行语句为UPDATE test_task SET state = 'done' WHERE version = %s AND project=%s('v2020.0528.0005', 'GBSS')
2020-05-28 16:47:17,777INFO    :操作成功，执行语句为UPDATE test_task SET end_time = %s WHERE version = %s AND project=%s('2020-05-28 16:47:17', 'v2020.0528.0005', 'GBSS')
2020-05-28 16:47:17,782INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s 参数值为:v2020.0528.0005
2020-05-28 16:47:17,782INFO    :查询成功，结果为:5
2020-05-28 16:47:17,787INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '1' 参数值为:v2020.0528.0005
2020-05-28 16:47:17,787INFO    :查询成功，结果为:5
2020-05-28 16:47:17,792INFO    :操作成功，执行语句为SELECT COUNT(*) FROM pytest_ui_result WHERE VERSION = %s and result = '0' 参数值为:v2020.0528.0005
2020-05-28 16:47:17,793INFO    :查询成功，结果为:0
2020-05-28 16:47:17,798INFO    :操作成功，执行语句为SELECT testTitle,result_name,result_color FROM pytest_ui_result WHERE version = %s 参数值为:v2020.0528.0005
2020-05-28 16:47:17,799INFO    :查询成功，结果为:(('G003_个人推荐_身份证_专卖店提货_直销和电商公司产品_余额_合单支付', '通过', 'style=background-color:Lime'), ('G003_个人推荐_身份证_家居配送_直销公司和电商公司产品_余额_合单支付', '通过', 'style=background-color:Lime'), ('G001_个人购货_持卡人_家居配送_直销公司和电商公司产品_余额_合单支付', '通过', 'style=background-color:Lime'), ('G001_个人购货_持卡人_专卖店提货_直销和电商公司产品_余额_合单支付', '通过', 'style=background-color:Lime'), ('G001_个人购货_持卡人_购买电子券指定产品_余额', '通过', 'style=background-color:Lime'))
2020-05-28 16:57:32,766INFO    :操作成功，执行语句为SELECT version FROM sysconfig WHERE type = %s AND project= %s 参数值为:('WEB', 'GBSS')
2020-05-28 16:57:32,766INFO    :查询成功，结果为:v2020.0528.0005
2020-05-28 16:57:32,789INFO    :操作成功，执行语句为UPDATE sysconfig SET version = %s WHERE type = %s AND project= %s ('v2020.0528.0006', 'WEB', 'GBSS')
2020-05-28 16:57:32,808INFO    :操作成功，执行语句为INSERT INTO test_task(version, project, type, state, start_time, end_time)VALUE(%s,%s,%s,%s,%s,null)('v2020.0528.0006', 'GBSS', 'WEB', 'executing', '2020-05-28 16:57:32')
2020-05-28 16:57:48,341INFO    :操作成功，执行语句为delete from cbs.po_app_shopping_car where dealer_no= :dealerno{'dealerno': '167090556'}
2020-05-28 16:57:48,410INFO    :操作成功，执行语句为delete from cbs.po_app_shopping_car where dealer_no= :dealerno{'dealerno': '153153482'}
2020-05-28 16:58:32,727INFO    :操作成功，执行语句为delete from cbs.po_app_shopping_car where dealer_no= :dealerno{'dealerno': '167012853'}
2020-05-28 16:58:46,629INFO    :操作成功，执行语句为delete from cbs.po_app_shopping_car where dealer_no= :dealerno{'dealerno': '153096591'}
2020-05-28 16:59:14,488INFO    :操作成功，执行语句为delete from cbs.po_app_shopping_car where dealer_no= :dealerno{'dealerno': '153072012'}
2020-05-28 16:59:14,573INFO    :操作成功，执行语句为insert into cbs.MKP_COUPON_DETAIL (id,PROM_CODE,DEALER_NO,MKP_COUPON_TYPE,MKP_COUPON_SEQ_NO,MKP_COUPON_AMT,DISCOUNT_POINT,EFFECTIVE_DATE,INACTIVE_DATE,CHAIN_MIN_SO_POINT,GEN_SO_PERIOD,GEN_SO_NO,Gen_MEMO,TRAN_DATE,TRAN_TYPE,TRAN_AMT,TRAN_DISCOUNT_POINT,TRAN_PAYMENT_DOC_NO,TRAN_MEMO,TRAN_SO_PERIOD,tran_so_no,IS_ENABLED,COMMENTS,CREATED_TIME,CREATED_BY,LAST_UPDATED_TIME,last_updated_by,GIFT_CODE,GEN_DEALER_NO,TRAN_DEALER_NO,TOTAL_CPP_POINT,MKP_COUPON_GROUP,CHAIN_MIN_SO_AMT,WAYBILL) values (CBS.SEQ_MKP_COUPON_DETAIL_ID.NEXTVAL,'P2014111', :dealerno,'*MK03',TO_CHAR(SYSDATE, 'YYYYMM') ||SUBSTR(CBS.SEQ_MKP_COUPON_DETAIL_ID.NEXTVAL, -4),35,50,date '2016-11-28',date '2027-6-30',50,TO_CHAR(SYSDATE, 'YYYYMM'),'*NONE','移动端“双十一活动”电子券200元','','01',0,0,'','','','',1,'',SYSDATE,'*SYSTEM',SYSDATE,'*SYSTEM','NM1409003','',:dealerno,'0.000','G','0.00',''){'dealerno': '153072012'}
2020-05-28 16:59:31,129INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-28 16:59:31,129INFO    :查询成功，结果为:v2020.0528.0006
2020-05-28 16:59:31,173INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(test_type,project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,%s,null,null,%s)('WEB', 'GBSS', 'v2020.0528.0006', ['testcase/test_Personalrecommend'], ['G003_个人推荐_身份证_专卖店提货_直销和电商公司产品_余额_合单支付'], ['test_Personalrecommend_Exclusiveshop'], ['1'], 1590656371)
2020-05-28 16:59:31,186INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['52.13644552230835'], ['test_Personalrecommend_Exclusiveshop'], 'v2020.0528.0006', ['testcase/test_Personalrecommend'], 1590656371)
2020-05-28 16:59:31,192INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['47.247886419296265'], ['test_Personalrecommend_Homedelivery'], 'v2020.0528.0006', ['testcase/test_Personalrecommend'], 1590656371)
2020-05-28 16:59:31,210INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalrecommend_Exclusiveshop'], 'v2020.0528.0006', ['testcase/test_Personalrecommend'], 1590656371)
2020-05-28 16:59:31,215INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalrecommend_Homedelivery'], 'v2020.0528.0006', ['testcase/test_Personalrecommend'], 1590656371)
2020-05-28 16:59:31,232INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(test_type,project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,%s,null,null,%s)('WEB', 'GBSS', 'v2020.0528.0006', ['testcase/test_Personalrecommend'], ['G003_个人推荐_身份证_家居配送_直销公司和电商公司产品_余额_合单支付'], ['test_Personalrecommend_Homedelivery'], ['1'], 1590656371)
2020-05-28 16:59:31,238INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['52.13644552230835'], ['test_Personalrecommend_Exclusiveshop'], 'v2020.0528.0006', ['testcase/test_Personalrecommend'], 1590656371)
2020-05-28 16:59:31,248INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['47.247886419296265'], ['test_Personalrecommend_Homedelivery'], 'v2020.0528.0006', ['testcase/test_Personalrecommend'], 1590656371)
2020-05-28 16:59:31,253INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalrecommend_Exclusiveshop'], 'v2020.0528.0006', ['testcase/test_Personalrecommend'], 1590656371)
2020-05-28 16:59:31,265INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalrecommend_Homedelivery'], 'v2020.0528.0006', ['testcase/test_Personalrecommend'], 1590656371)
2020-05-28 16:59:31,295INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('通过', ['test_Personalrecommend_Exclusiveshop'], 'v2020.0528.0006', ['testcase/test_Personalrecommend'], 1590656371)
2020-05-28 16:59:31,324INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('style=background-color:Lime', ['test_Personalrecommend_Exclusiveshop'], 'v2020.0528.0006', ['testcase/test_Personalrecommend'], 1590656371)
2020-05-28 16:59:31,353INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_name = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('通过', ['test_Personalrecommend_Homedelivery'], 'v2020.0528.0006', ['testcase/test_Personalrecommend'], 1590656371)
2020-05-28 16:59:31,366INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET result_color = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('style=background-color:Lime', ['test_Personalrecommend_Homedelivery'], 'v2020.0528.0006', ['testcase/test_Personalrecommend'], 1590656371)
2020-05-28 16:59:40,103INFO    :操作成功，执行语句为SELECT VERSION FROM sysconfig WHERE  TYPE=%s AND project = %s 参数值为:('WEB', 'GBSS')
2020-05-28 16:59:40,103INFO    :查询成功，结果为:v2020.0528.0006
2020-05-28 16:59:40,133INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(test_type,project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,%s,null,null,%s)('WEB', 'GBSS', 'v2020.0528.0006', ['testcase/test_Personalpurchase'], ['G001_个人购货_持卡人_家居配送_直销公司和电商公司产品_余额_合单支付'], ['test_Personalpurchase_Cardholder_Homedelivery'], ['1'], 1590656380)
2020-05-28 16:59:40,269INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['39.106133699417114'], ['test_Personalpurchase_Cardholder_Homedelivery'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
2020-05-28 16:59:40,274INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['34.32895064353943'], ['test_Personalpurchase_Cardholder_Exclusiveshop'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
2020-05-28 16:59:40,280INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['29.826579809188843'], ['test_Personalpurchase_Cardholder_Electronicvoucher'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
2020-05-28 16:59:40,305INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Homedelivery'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
2020-05-28 16:59:40,311INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Exclusiveshop'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
2020-05-28 16:59:40,318INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Electronicvoucher'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
2020-05-28 16:59:40,339INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(test_type,project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,%s,null,null,%s)('WEB', 'GBSS', 'v2020.0528.0006', ['testcase/test_Personalpurchase'], ['G001_个人购货_持卡人_专卖店提货_直销和电商公司产品_余额_合单支付'], ['test_Personalpurchase_Cardholder_Exclusiveshop'], ['1'], 1590656380)
2020-05-28 16:59:40,345INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['39.106133699417114'], ['test_Personalpurchase_Cardholder_Homedelivery'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
2020-05-28 16:59:40,359INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['34.32895064353943'], ['test_Personalpurchase_Cardholder_Exclusiveshop'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
2020-05-28 16:59:40,365INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['29.826579809188843'], ['test_Personalpurchase_Cardholder_Electronicvoucher'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
2020-05-28 16:59:40,372INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Homedelivery'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
2020-05-28 16:59:40,383INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Exclusiveshop'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
2020-05-28 16:59:40,389INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET exceptionmessage = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s('null', ['test_Personalpurchase_Cardholder_Electronicvoucher'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
2020-05-28 16:59:40,402INFO    :操作成功，执行语句为INSERT INTO pytest_ui_result(test_type,project,version,feature_name,testTitle,testTitlename,result,runtime,exceptionmessage,detailed_id)VALUE(%s,%s,%s,%s,%s,%s,%s,null,null,%s)('WEB', 'GBSS', 'v2020.0528.0006', ['testcase/test_Personalpurchase'], ['G001_个人购货_持卡人_购买电子券指定产品_余额'], ['test_Personalpurchase_Cardholder_Electronicvoucher'], ['1'], 1590656380)
2020-05-28 16:59:40,408INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['39.106133699417114'], ['test_Personalpurchase_Cardholder_Homedelivery'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
2020-05-28 16:59:40,413INFO    :操作成功，执行语句为UPDATE pytest_ui_result SET runtime = %s WHERE testTitlename = %s AND VERSION = %s and feature_name = %s and detailed_id =%s(['34.32895064353943'], ['test_Personalpurchase_Cardholder_Exclusiveshop'], 'v2020.0528.0006', ['testcase/test_Personalpurchase'], 1590656380)
